itemtransactionkey,skclientkey,itemtransactionrootkey,transactionsessionkey,itemtransactiontypekey,txtimekey,itemrootkey,itemkey,medkey,meditemrootkey,meditemkey,medfullname,device_naturalkey,dispensingdevicekey,storagespacerootkey,storagespacekey,storagespaceitemrootkey,storagespaceitemkey,storagespaceshortname,storagespaceabbreviatedname,transactionlocaldatetime,cancelflag,startstoragespaceinventoryquantity,endstoragespaceinventoryquantity,estransactiontypekey,legacytransactiontypekey,ismeddeviceexclude,ismedexclude,isdeviceexclude,transactionquantity,actualbegincount,hdp_shardid,medid,dispensingdevicename
-9223372033490470441,13535,1216529267,-1210061991,-2147445089,20200330,-2140168824,-2136406284,-2113999072,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146079759,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-03-30 07:51:41.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,25155,MURORA1
-9223372033441584236,13535,1265313820,-1196950497,-2147445089,20200715,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-07-15 07:22:49.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033381378609,13535,1325417085,-1180810208,-2147445089,20201007,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146016096,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-10-07 07:35:18.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA1
-9223372033455505533,13535,1251418689,-1200686444,-2147445089,20200622,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146016096,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-06-22 07:47:47.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA1
-9223372033328180292,13535,1378513178,-1166618929,-2147445089,20201214,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-12-14 07:43:24.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033495363787,13535,1211644980,-1211374884,-2147445089,20200318,-2140168824,-2136406284,-2113999072,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146079758,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-03-18 07:41:04.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033484624009,13535,1222364243,-1208483252,-2147445089,20200416,-2140168824,-2136406284,-2113999072,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146079758,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-04-16 07:32:22.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033479561406,13535,1227415788,-1207110992,-2147445089,20200430,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146016096,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-04-30 07:55:31.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA1
-9223372033479561463,13535,1227415731,-1207111002,-2147445089,20200430,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-04-30 07:48:16.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033455505557,13535,1251418648,-1200686450,-2147445089,20200622,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-06-22 07:42:45.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033381378598,13535,1325417092,-1180810210,-2147445089,20201007,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2020-10-07 07:39:00.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033434355638,13535,1272526054,-1195041488,-2147445089,20200729,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146016096,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-07-29 07:39:09.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA1
-9223372033273805266,13535,1432746065,-1152231273,-2147445089,20210311,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438155,-2146016095,-2125719455,-2116025459,-2118760994,-2103526512,OR2 Drw 2.1-Pkt 15,OR2 2.1-15,2021-03-11 07:34:34.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA2
-9223372033401130770,13535,1305684061,-1186128276,-2147445089,20200922,-2140168824,-2136406284,-2109693969,-2140168824,-2135859657,atracurium (Tracrium) 50 mg/5 mL VIAL,-2147438156,-2146016096,-2125719748,-2116025587,-2118760995,-2103519951,OR1 Drw 2.1-Pkt 15,OR1 2.1-15,2020-09-22 07:43:00.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,25155,MURORA1
-9223372033353769797,13535,1352991629,-1173432654,-2147445089,20201029,-2140168822,-2136406282,-2109694615,-2140168822,-2135861963,atropine 0.4 mg/1 mL VIAL,-2147438156,-2146016096,-2125719881,-2116025563,-2118752473,-2103519966,OR1 Drw 2.2-Pkt 48,OR1 2.2-48,2020-10-29 07:51:34.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,01747,MURORA1
-9223372033355081145,13535,1351679641,-1173779143,-2147445089,20201027,-2140168822,-2136406282,-2109694615,-2140168822,-2135861963,atropine 0.4 mg/1 mL VIAL,-2147440891,-2146014099,-2127105215,-2115030329,-2122538621,-2109146223,OR_MAIN Drw 3.2-Pkt A4,OR_MAIN 3.2-A4,2020-10-27 10:20:42.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,01747,MUROR
-9223372033353769821,13535,1352991590,-1173432677,-2147445089,20201029,-2140168822,-2136406282,-2109694615,-2140168822,-2135861963,atropine 0.4 mg/1 mL VIAL,-2147438155,-2146016095,-2125719385,-2116025443,-2118752472,-2103526520,OR2 Drw 2.2-Pkt 48,OR2 2.2-48,2020-10-29 07:43:53.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,01747,MURORA2
-9223372033353769555,13535,1352991864,-1173432537,-2147445089,20201029,-2140168822,-2136406282,-2109694615,-2140168822,-2135861963,atropine 0.4 mg/1 mL VIAL,-2147440893,-2146006755,-2127105198,-2115029758,-2122495890,-2109072034,MED-SURG_AUX Drw 1.1-Pkt B2,MED-SURG_AUX 1.1-B2,2020-10-29 10:26:33.0,False,8.0000,0.0000,13,13,False,False,False,8.000000000000000000,8.000000000000000000,15,01747,MURMSU
-9223372033318908312,13535,1387761810,-1164182814,-2147445089,20201231,-2140168747,-2136406207,-2109696724,-2140168747,-2135859514,benazepril (Lotensin) 20 mg TAB,-2147440893,-2145981111,-2127105920,-2115029607,-2122539034,-2109147231,MED-SURG_AUX Drw 3.2-Pkt B5,MED-SURG_AUX 3.2-B5,2020-12-31 09:25:09.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,98826,MURMSU
-9223372033244019839,13535,1462452463,-1144295497,-2147445089,20210429,-2140168781,-2136406241,-2109694521,-2140168781,-2135859596,bacitracin topical ointment 0.94 GM (1 APP(S)) TUBE,-2147440891,-2146014099,-2127103012,-2115030292,-2117603829,-2098032361,OR_MAIN Drw 4.1-Pkt D3,OR_MAIN 4.1-D3,2021-04-29 09:09:47.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,44399,MUROR
-9223372033353769553,13535,1352991862,-1173432535,-2147445089,20201029,-2140168769,-2136406229,-2109694298,-2140168769,-2135859573,bacitracin/neomycin/polymyxin topical ointment 0.94 GM (Neosporin) (1 APP(S)) TUBE,-2147440893,-2146006755,-2127105592,-2115029381,-2119389475,-2104423654,MED-SURG_AUX Drw 5.2-Pkt D5,MED-SURG_AUX 5.2-D5,2020-10-29 10:27:03.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,03547,MURMSU
-9223372033449827122,13535,1257090115,-1199145912,-2147445089,20200630,-2140168766,-2136406226,-2109696065,-2140168766,-2135859567,baclofen (Lioresal) 10 mg TAB,-2147440893,-2146016094,-2127105444,-2115029687,-2122539091,-2109147226,MED-SURG_AUX Drw 2.2-Pkt B3,MED-SURG_AUX 2.2-B3,2020-06-30 09:35:54.0,False,35.0000,0.0000,13,13,False,False,False,35.000000000000000000,35.000000000000000000,15,45264,MURMSU
-9223372033318908314,13535,1387761777,-1164182817,-2147445089,20201231,-2140168766,-2136406226,-2109696065,-2140168766,-2135859567,baclofen (Lioresal) 10 mg TAB,-2147440893,-2145981111,-2127105444,-2115029687,-2122539091,-2098940163,MED-SURG_AUX Drw 2.2-Pkt B3,MED-SURG_AUX 2.2-B3,2020-12-31 09:24:38.0,False,27.0000,0.0000,13,13,False,False,False,27.000000000000000000,27.000000000000000000,15,45264,MURMSU
-9223372033350545717,13535,1356203689,-1172576759,-2147445104,20201104,-2140168765,-2136406225,-2109693968,-2140168765,-2135859565,baclofen (Lioresal) 20 mg TAB,-2147440893,-2146006755,-2127105870,-2115029583,-2122539166,-2098940172,MED-SURG_MAIN Drw 6.1-Pkt D3,MED-SURG_MAIN 6.1-D3,2020-11-04 14:08:24.0,False,35.0000,20.0000,502,502,False,False,False,15.000000000000000000,35.000000000000000000,15,174504086,MURMSU
-9223372033282254105,13535,1424320476,-1154467305,-2147445089,20210225,-2140168765,-2136406225,-2109693968,-2140168765,-2135859565,baclofen (Lioresal) 20 mg TAB,-2147440893,-2145971825,-2127105870,-2115029583,-2122539166,-2098940172,MED-SURG_MAIN Drw 6.1-Pkt D3,MED-SURG_MAIN 6.1-D3,2021-02-25 09:32:20.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,174504086,MURMSU
-9223372033434355402,13535,1272526347,-1195041399,-2147445089,20200729,-2140168933,-2136406393,-2109695440,-2140168933,-2135859846,ampicillin-sulbactam (Unasyn) 3 g VIAL,-2147440893,-2146016094,-2127104633,-2118105773,-2117302386,-2101484220,MEDSURG_TOWER_1 Dr 3-Pkt 16,MEDSURG_TOWER_1 3-16,2020-07-29 09:21:41.0,False,12.0000,6.0000,13,13,False,False,False,6.000000000000000000,12.000000000000000000,15,00116,MURMSU
-9223372033244019666,13535,1462452654,-1144295431,-2147445089,20210429,-2140168933,-2136406393,-2109695440,-2140168933,-2135859846,ampicillin-sulbactam (Unasyn) 3 g VIAL,-2147440893,-2145970038,-2127104633,-2118105773,-2117302386,-2097868655,MEDSURG_TOWER_1 Dr 3-Pkt 16,MEDSURG_TOWER_1 3-16,2021-04-29 10:57:44.0,False,11.0000,8.0000,13,13,False,False,False,3.000000000000000000,11.000000000000000000,15,00116,MURMSU
-9223372033306480957,13535,1400159259,-1160884678,-2147445089,20210120,-2140168925,-2136406385,-2109631408,-2140168925,-2134742121,pancrelipase 12-38-60 (Creon 12) CAP ER,-2147440893,-2145981111,-2127105168,-2115029729,-2116380542,-2100081904,MED-SURG_AUX Drw 1.2-Pkt E4,MED-SURG_AUX 1.2-E4,2021-01-20 09:12:30.0,False,18.0000,0.0000,13,13,False,False,False,18.000000000000000000,18.000000000000000000,15,73538549,MURMSU
-9223372033335042896,13535,1371667372,-1168440863,-2147445089,20201202,-2140168974,-2136406434,-2109696392,-2140168974,-2135859911,amoxicillin (Amoxil) 250 mg CAP,-2147440892,-2146014663,-2127106465,-2115030142,-2122539424,-2109146958,ED_AUX Drw 2.1-Pkt C4,ED_AUX 2.1-C4,2020-12-02 09:38:55.0,False,19.0000,10.0000,13,13,False,False,False,9.000000000000000000,19.000000000000000000,15,22577,MURED
-9223372033244019902,13535,1462452427,-1144295526,-2147445089,20210429,-2140168974,-2136406434,-2109696392,-2140168974,-2135859911,amoxicillin (Amoxil) 250 mg CAP,-2147440892,-2145970039,-2127106465,-2115030142,-2122539424,-2109146958,ED_AUX Drw 2.1-Pkt C4,ED_AUX 2.1-C4,2021-04-29 08:55:50.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,22577,MURED
-9223372033444090585,13535,1262813162,-1197616586,-2147445089,20200710,-2140168974,-2136406434,-2109696392,-2140168974,-2135859911,amoxicillin (Amoxil) 250 mg CAP,-2147440892,-2146014663,-2127106465,-2115030142,-2122539424,-2109146958,ED_AUX Drw 2.1-Pkt C4,ED_AUX 2.1-C4,2020-07-10 10:03:16.0,False,16.0000,9.0000,13,13,False,False,False,7.000000000000000000,16.000000000000000000,15,22577,MURED
-9223372033476689960,13535,1230281352,-1206342223,-2147445089,20200506,-2140168973,-2136406433,-2109696397,-2140168973,-2135859909,amoxicillin (Amoxil) 250 mg CHEW TAB,-2147440892,-2146016091,-2127106374,-2118107484,-2122539560,-2109146575,ED_MAIN Drw 3.1-Pkt C1,ED_MAIN 3.1-C1,2020-05-06 08:50:01.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,63518247,MURED
-9223372033239657362,13535,1466803429,-1143136593,-2147445089,20210506,-2140168973,-2136406433,-2109696397,-2140168973,-2135859909,amoxicillin (Amoxil) 250 mg CHEW TAB,-2147440892,-2145970039,-2127106374,-2115030053,-2122539560,-2109146575,ED_MAIN Drw 3.1-Pkt C1,ED_MAIN 3.1-C1,2021-05-06 08:34:07.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,63518247,MURED
-9223372033333702698,13535,1373004811,-1168082423,-2147445089,20201204,-2140168971,-2136406431,-2109696105,-2140168971,-2135852597,amoxicillin suspension (Amoxil) 50 mg/1 mL ML,-2147440892,-2146014663,-2127103728,-2118103803,-2119983949,-2105262559,ED_TOWER 2 Dr 3-Pkt 5,ED_TOWER 2 3-5,2020-12-04 10:42:12.0,False,6.0000,0.0000,13,13,False,False,False,6.000000000000000000,6.000000000000000000,15,7631231,MURED
-9223372033315148661,13535,1391511427,-1163192098,-2147445089,20210107,-2140168963,-2136406423,-2109695544,-2140168963,-2135859893,amoxicillin-clavulanate (Augmentin) 400 mg TAB,-2147440892,-2145981112,-2127106469,-2115030118,-2122539400,-2109146843,ED_AUX Drw 2.2-Pkt C5,ED_AUX 2.2-C5,2021-01-07 11:09:29.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,3885436,MURED
-9223372033333702696,13535,1373004808,-1168082422,-2147445089,20201204,-2140168961,-2136406421,-2109694585,-2140168961,-2135852587,amoxicillin-clavulanate suspension (Augmentin) 80 mg/1 mL ML,-2147440892,-2146014663,-2127103544,-2118103883,-2116549712,-2100330527,ED_TOWER 2 Dr 1-Pkt 27,ED_TOWER 2 1-27,2020-12-04 10:44:32.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,53787985,MURED
-9223372033458387198,13535,1248545155,-1201455648,-2147445089,20200616,-2140168960,-2136406420,-2109696655,-2140168960,-2135859887,amoxicillin-clavulanate (Augmentin) 875 mg TAB,-2147440893,-2146016094,-2127105716,-2115029520,-2122539036,-2109147002,MED-SURG_AUX Drw 4.1-Pkt C1,MED-SURG_AUX 4.1-C1,2020-06-16 08:32:43.0,False,18.0000,10.0000,13,13,False,False,False,8.000000000000000000,18.000000000000000000,15,40432,MURMSU
-9223372033481839956,13535,1225142149,-1207727285,-2147445089,20200424,-2140168960,-2136406420,-2113999134,-2140168960,-2135859887,amoxicillin-clavulanate (Augmentin) 875 mg TAB,-2147440893,-2146017728,-2127105716,-2118106829,-2122539036,-2109147002,MED-SURG_AUX Drw 4.1-Pkt C1,MED-SURG_AUX 4.1-C1,2020-04-24 13:55:09.0,False,11.0000,8.0000,13,13,False,False,False,3.000000000000000000,11.000000000000000000,15,40432,MURMSU
-9223372033225986496,13535,1480438461,-1139508807,-2147445089,20210528,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2145970038,-2127106040,-2118107141,-2122538430,-2098032365,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2021-05-28 09:22:03.0,False,8.0000,0.0000,13,13,False,False,False,8.000000000000000000,8.000000000000000000,15,33333110,MURMSU
-9223372033427806523,13535,1279060501,-1193298135,-2147445089,20200811,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146016094,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-08-11 08:45:23.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033301099889,13535,1405527125,-1159472659,-2147445089,20210129,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2145981111,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2021-01-29 14:37:58.0,False,14.0000,8.0000,13,13,False,False,False,6.000000000000000000,14.000000000000000000,15,33333110,MURMSU
-9223372033343406376,13535,1363324419,-1170653021,-2147445089,20201117,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146006755,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-11-17 09:35:53.0,False,15.0000,9.0000,13,13,False,False,False,6.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033449827159,13535,1257090080,-1199145917,-2147445089,20200630,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146016094,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-06-30 09:29:18.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033495363737,13535,1211645052,-1211374874,-2147445089,20200318,-2140168879,-2136406339,-2113997766,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146017728,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-03-18 08:20:34.0,False,15.0000,5.0000,13,13,False,False,False,10.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033383197797,13535,1323597901,-1181296554,-2147445089,20201006,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146006755,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-10-06 09:18:25.0,False,15.0000,9.0000,13,13,False,False,False,6.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033505098497,13535,1201927093,-1213976913,-2147445089,20200302,-2140168879,-2136406339,-2113997766,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146020635,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-03-02 08:31:29.0,False,15.0000,10.0000,13,13,False,False,False,5.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033275120141,13535,1431434719,-1152579713,-2147445089,20210309,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2145971825,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2021-03-09 08:32:19.0,False,9.0000,0.0000,13,13,False,False,False,9.000000000000000000,9.000000000000000000,15,33333110,MURMSU
-9223372033327562366,13535,1379129652,-1166455511,-2147445089,20201215,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2145981111,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-12-15 08:50:47.0,False,15.0000,6.0000,13,13,False,False,False,9.000000000000000000,15.000000000000000000,15,33333110,MURMSU
-9223372033401130706,13535,1305684155,-1186128319,-2147445089,20200922,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146006755,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-09-22 08:34:27.0,False,12.0000,6.0000,13,13,False,False,False,6.000000000000000000,12.000000000000000000,15,33333110,MURMSU
-9223372033351102458,13535,1355648215,-1172724024,-2147445089,20201103,-2140168879,-2136406339,-2109695010,-2140168879,-2135859753,arformoterol (Brovana) 15 mcg/2 mL NEBULE,-2147440893,-2146006755,-2127106040,-2118107141,-2122538430,-2109145917,MED-SURG_MAIN Drw 1-Pkt 20,MED-SURG_MAIN 1-20,2020-11-03 08:46:23.0,False,15.0000,6.0000,13,13,False,False,False,9.000000000000000000,15.000000000000000000,15,33333110,MURMSU
